Year,State,District,Agro-Climatic Zone,Crop,Season,Area (ha),Rainfall (mm),Irrigation (%),Soil Type,Fertilizer Use (kg/ha),Production (tonnes),crop_yield
2017,Andhra Pradesh,District_24,Upper Gangetic Plains,Cotton,Zaid,11539,1272.2,81.13,Alluvial,281.21,25847,2.24
2009,West Bengal,District_45,Eastern Plateau and Hills,Rice,Rabi,60276,317.05,35.06,Alluvial,133.61,243135,4.03
2002,Tamil Nadu,District_53,Cauvery Delta Zone,Sugarcane,Kharif,13288,385.99,98.15,Black,185.66,56391,4.24
2006,Rajasthan,District_53,Cauvery Delta Zone,Rice,Rabi,8045,969.58,27.63,Clay,115.25,30489,3.79
2015,Bihar,District_17,Eastern Plateau and Hills,Wheat,Zaid,102742,1277.39,28.57,Alluvial,262.41,329011,3.2
2015,Gujarat,District_65,Western Plateau,Cotton,Kharif,96352,1460.63,48.76,Black,98.36,162129,1.68
2019,Tamil Nadu,District_58,Central Plateau and Hills,Cotton,Kharif,126079,722.56,62.38,Alluvial,188.83,420002,3.33
2016,Punjab,District_37,Northern Hill Zone,Sugarcane,Rabi,138697,1354.97,80.2,Alluvial,222.67,405450,2.92
2001,Gujarat,District_75,East Coast Plains & Hills,Cotton,Kharif,130011,927.59,72.89,Laterite,296.01,502626,3.87
2000,Punjab,District_42,Western Dry Region,Cotton,Kharif,121152,1245.28,90.99,Black,94.59,304277,2.51
2015,Maharashtra,District_70,Western Dry Region,Maize,Kharif,48417,1438.2,67.92,Sandy,57.3,166719,3.44
2011,Uttar Pradesh,District_79,Central Plateau and Hills,Maize,Rabi,114415,726.78,25.82,Clay,244.76,346543,3.03
2004,Tamil Nadu,District_40,Northern Hill Zone,Maize,Rabi,92497,909.27,57.54,Sandy,291.56,215038,2.32
2004,Gujarat,District_23,Western Plateau,Sugarcane,Kharif,58747,1240.23,81.73,Sandy,220.2,105995,1.8
2008,West Bengal,District_23,Western Plateau,Cotton,Rabi,87422,693.54,58.64,Alluvial,194.34,307747,3.52
2008,Punjab,District_49,Upper Gangetic Plains,Cotton,Kharif,14309,1898.06,30.2,Black,104.5,39593,2.77
2002,Karnataka,District_76,Northern Hill Zone,Cotton,Zaid,53870,1530.23,75.98,Alluvial,227.97,119734,2.22
2018,Rajasthan,District_7,Western Dry Region,Rice,Zaid,84877,1368.28,78.33,Sandy,81.57,362755,4.27
2015,Gujarat,District_37,Lower Gangetic Plains,Cotton,Kharif,116927,1539.75,80.92,Clay,282.07,349324,2.99
2015,Uttar Pradesh,District_16,Upper Gangetic Plains,Cotton,Zaid,35193,698.01,47.56,Sandy,273.89,113209,3.22
2002,Tamil Nadu,District_38,Cauvery Delta Zone,Wheat,Zaid,54710,311.12,74.77,Black,73.58,169323,3.09
2019,Gujarat,District_99,Upper Gangetic Plains,Wheat,Zaid,26327,1400.5,78.96,Laterite,155.85,45427,1.73
2000,Tamil Nadu,District_40,Eastern Plateau and Hills,Cotton,Kharif,82842,1939.9,50.95,Clay,79.2,235384,2.84
2019,Bihar,District_29,Central Plateau and Hills,Rice,Rabi,56202,1419.78,53.32,Sandy,250.13,183642,3.27
2010,Punjab,District_17,Central Plateau and Hills,Rice,Kharif,107540,595.94,59.41,Clay,129.02,318467,2.96
2016,Gujarat,District_90,Central Plateau and Hills,Sugarcane,Kharif,124935,1759.6,68.85,Laterite,283.69,388495,3.11
2007,Gujarat,District_20,Western Plateau,Sugarcane,Rabi,107430,1284.21,44.21,Laterite,124.37,265927,2.48
2003,Uttar Pradesh,District_25,Trans-Gangetic Plains,Cotton,Kharif,87556,1349.85,33.04,Laterite,65.55,362361,4.14
2005,Uttar Pradesh,District_60,Lower Gangetic Plains,Maize,Kharif,133594,1172.64,39.72,Sandy,114.57,373952,2.8
2007,Rajasthan,District_38,Western Plateau,Rice,Kharif,142234,1547.86,62.79,Alluvial,159.44,311333,2.19
2019,West Bengal,District_63,Eastern Plateau and Hills,Maize,Zaid,57366,1930.64,79.77,Clay,146.75,211560,3.69
2002,Tamil Nadu,District_39,Trans-Gangetic Plains,Sugarcane,Kharif,42319,937.04,89.9,Clay,264.21,93221,2.2
2015,Andhra Pradesh,District_64,Upper Gangetic Plains,Rice,Kharif,131957,1287.44,91.75,Laterite,95.89,573797,4.35
2002,Rajasthan,District_83,Western Dry Region,Maize,Rabi,49855,1752.16,65.93,Clay,156.84,90295,1.81
2017,Uttar Pradesh,District_21,Lower Gangetic Plains,Cotton,Zaid,5623,1794.11,89.16,Clay,210.45,15633,2.78
2013,Andhra Pradesh,District_32,Cauvery Delta Zone,Maize,Zaid,114617,1699.23,40.9,Red,226.5,473320,4.13
2017,Maharashtra,District_28,Trans-Gangetic Plains,Sugarcane,Kharif,35204,1253.37,55.32,Sandy,216.19,151576,4.31
2001,Andhra Pradesh,District_12,Upper Gangetic Plains,Rice,Zaid,19864,1891.59,37.62,Alluvial,275.75,64764,3.26
2002,Punjab,District_79,Northern Hill Zone,Rice,Zaid,77225,588.82,30.95,Black,233.91,272034,3.52
2015,Gujarat,District_92,Lower Gangetic Plains,Rice,Rabi,133297,645.43,73.45,Laterite,58.65,213671,1.6
2008,Uttar Pradesh,District_85,Upper Gangetic Plains,Cotton,Rabi,85877,669.06,38.82,Alluvial,232.42,241682,2.81
2003,Gujarat,District_80,Central Plateau and Hills,Rice,Zaid,5284,984.11,65.22,Sandy,172.8,16080,3.04
2000,Rajasthan,District_23,Northern Hill Zone,Maize,Rabi,38139,1434.42,25.77,Clay,211.18,114276,3
2003,Bihar,District_90,East Coast Plains & Hills,Wheat,Kharif,28699,1015.34,33.22,Clay,110.15,103343,3.6
2000,Uttar Pradesh,District_15,Western Dry Region,Wheat,Rabi,71256,1914.75,44.52,Red,219.49,191572,2.69
2013,Uttar Pradesh,District_12,Central Plateau and Hills,Cotton,Kharif,105196,709.07,51.62,Black,165.45,376796,3.58
2020,Karnataka,District_4,Western Dry Region,Maize,Rabi,98274,1684.44,40.38,Red,196.97,301086,3.06
2015,Gujarat,District_35,Northern Hill Zone,Cotton,Zaid,108373,1629.46,77.84,Alluvial,119.31,193911,1.79
2019,Uttar Pradesh,District_95,East Coast Plains & Hills,Wheat,Kharif,110013,862.66,24.95,Sandy,70.43,269599,2.45
2007,Bihar,District_61,Eastern Plateau and Hills,Rice,Rabi,27090,1100.14,64.46,Sandy,272.36,81282,3
2006,Bihar,District_27,Trans-Gangetic Plains,Wheat,Rabi,92480,1594.71,22.2,Red,91.41,261338,2.83
2002,Punjab,District_96,Western Dry Region,Wheat,Kharif,87764,1752.17,92.42,Clay,236.28,306768,3.5
2016,Tamil Nadu,District_33,Trans-Gangetic Plains,Wheat,Rabi,103718,1460.21,70.38,Alluvial,135.26,306938,2.96
2000,Uttar Pradesh,District_13,Upper Gangetic Plains,Cotton,Zaid,96934,1867.8,74.72,Sandy,73.91,260174,2.68
2015,Bihar,District_37,Northern Hill Zone,Sugarcane,Kharif,71719,1354.16,76.09,Sandy,164.92,159879,2.23
2011,Bihar,District_44,Central Plateau and Hills,Cotton,Zaid,139567,990,62.95,Alluvial,76.7,274629,1.97
2018,Punjab,District_2,Eastern Plateau and Hills,Sugarcane,Kharif,33396,1359.14,28.95,Clay,142.26,59156,1.77
2013,Karnataka,District_38,Cauvery Delta Zone,Cotton,Kharif,109198,1340.38,53.57,Alluvial,266.29,468357,4.29
2005,Tamil Nadu,District_37,Upper Gangetic Plains,Wheat,Kharif,16576,1239.12,79.92,Sandy,64.98,70329,4.24
2005,West Bengal,District_59,Lower Gangetic Plains,Rice,Kharif,39733,820.78,98.58,Laterite,55.71,115588,2.91
2012,Uttar Pradesh,District_69,Cauvery Delta Zone,Maize,Zaid,29369,1434.32,44.66,Black,108.28,57448,1.96
2018,West Bengal,District_18,Western Plateau,Sugarcane,Zaid,12792,1661.25,71.02,Red,168.54,51218,4
2007,West Bengal,District_48,Cauvery Delta Zone,Cotton,Kharif,116483,1930.01,98.63,Clay,181.41,337372,2.9
2001,Rajasthan,District_81,Western Dry Region,Rice,Kharif,72504,1145.77,65.95,Sandy,246.35,205284,2.83
2020,Karnataka,District_66,East Coast Plains & Hills,Maize,Zaid,52845,1578.93,84.38,Laterite,72.29,93290,1.77
2000,Rajasthan,District_49,Eastern Plateau and Hills,Rice,Kharif,19762,1663.32,67.29,Laterite,294.6,58327,2.95
2014,Gujarat,District_58,Western Dry Region,Sugarcane,Kharif,64269,1445.88,54.68,Alluvial,132.57,105705,1.64
2000,Andhra Pradesh,District_35,East Coast Plains & Hills,Sugarcane,Zaid,120997,944.27,74.1,Black,223.03,310411,2.57
2004,Punjab,District_78,Lower Gangetic Plains,Maize,Zaid,128371,1517.42,89.04,Sandy,134.7,313903,2.45
2015,Bihar,District_76,Northern Hill Zone,Maize,Zaid,95050,1961.84,82.61,Red,100.05,256142,2.69
2018,Bihar,District_58,Western Plateau,Sugarcane,Rabi,118077,1331.04,90.14,Red,286.34,277666,2.35
2003,Tamil Nadu,District_97,Cauvery Delta Zone,Sugarcane,Kharif,114769,1554.82,96.12,Laterite,89.73,417704,3.64
2002,Karnataka,District_7,Western Dry Region,Wheat,Zaid,62624,702.73,79.63,Laterite,265.81,257632,4.11
2016,Bihar,District_9,Northern Hill Zone,Maize,Kharif,106755,1413.29,87.06,Laterite,225.97,278741,2.61
2016,Rajasthan,District_69,Eastern Plateau and Hills,Maize,Rabi,80390,358.12,41.06,Sandy,104.34,123720,1.54
2011,Andhra Pradesh,District_4,Western Plateau,Sugarcane,Zaid,105904,1712.17,32.61,Red,140.81,456380,4.31
2013,Rajasthan,District_32,Lower Gangetic Plains,Cotton,Zaid,44726,675.65,50.81,Laterite,237.28,132864,2.97
2020,West Bengal,District_5,Western Dry Region,Wheat,Kharif,32375,411.05,44.83,Red,210.28,110420,3.41
2005,Gujarat,District_56,Western Plateau,Cotton,Kharif,114637,601.93,53.12,Red,223.51,251172,2.19
2002,Bihar,District_56,Northern Hill Zone,Sugarcane,Zaid,70475,1098.8,31.32,Red,279.45,273042,3.87
2008,West Bengal,District_44,Western Dry Region,Wheat,Zaid,26570,371.92,53.64,Black,115.09,45094,1.7
2004,Bihar,District_72,Trans-Gangetic Plains,Wheat,Kharif,67603,359.26,85.61,Sandy,81.16,233004,3.45
2016,Uttar Pradesh,District_13,Upper Gangetic Plains,Sugarcane,Kharif,133768,1167.33,24.07,Sandy,130.42,263458,1.97
2013,Maharashtra,District_4,Upper Gangetic Plains,Rice,Zaid,28245,1266.13,40.35,Sandy,93.73,56085,1.99
2020,Punjab,District_52,Central Plateau and Hills,Rice,Rabi,92899,841.52,51.63,Sandy,214.44,402718,4.34
2002,Punjab,District_75,East Coast Plains & Hills,Maize,Kharif,133615,328.6,66.45,Sandy,137.37,208543,1.56
2000,Bihar,District_15,Western Dry Region,Sugarcane,Kharif,28169,1081.31,54.82,Alluvial,273.73,111927,3.97
2019,Andhra Pradesh,District_82,Eastern Plateau and Hills,Sugarcane,Kharif,129155,1861.75,22.7,Black,284.66,295179,2.29
2020,Karnataka,District_84,Western Plateau,Cotton,Zaid,148493,1123.39,71.04,Clay,294.94,582215,3.92
2000,Tamil Nadu,District_1,East Coast Plains & Hills,Sugarcane,Zaid,19115,1070.72,77,Black,129.78,32074,1.68
2002,Andhra Pradesh,District_65,Central Plateau and Hills,Rice,Zaid,5641,1249.5,29.18,Laterite,246.27,16092,2.85
2017,Karnataka,District_11,Upper Gangetic Plains,Sugarcane,Kharif,130438,579.94,21.12,Alluvial,86.75,497143,3.81
2009,Andhra Pradesh,District_93,Trans-Gangetic Plains,Cotton,Kharif,74058,1665.13,64.32,Clay,87.89,193211,2.61
2002,Uttar Pradesh,District_61,Upper Gangetic Plains,Maize,Rabi,86110,356.49,89.35,Alluvial,260.03,253242,2.94
2007,Andhra Pradesh,District_93,Western Plateau,Wheat,Zaid,22779,395.7,79.89,Black,167.12,93996,4.13
2013,Tamil Nadu,District_88,Lower Gangetic Plains,Maize,Zaid,94393,395.48,60.15,Sandy,158.97,287364,3.04
2017,Punjab,District_84,Central Plateau and Hills,Cotton,Kharif,134798,1647.42,48.02,Laterite,223.56,215848,1.6
2014,Andhra Pradesh,District_94,Cauvery Delta Zone,Sugarcane,Kharif,126166,926.07,22.03,Clay,99.27,374547,2.97
2001,Rajasthan,District_63,Western Dry Region,Rice,Rabi,10270,1393.53,82.67,Clay,178.42,23147,2.25
2009,Karnataka,District_38,Upper Gangetic Plains,Sugarcane,Kharif,76143,435.21,38.16,Red,263.76,156293,2.05
2001,Gujarat,District_69,Western Dry Region,Wheat,Kharif,51311,1596.55,99.04,Alluvial,169.08,95264,1.86
2016,Karnataka,District_45,Central Plateau and Hills,Rice,Kharif,114873,869.13,25.76,Alluvial,61.37,195449,1.7
2007,Punjab,District_74,Central Plateau and Hills,Maize,Rabi,84569,666.4,91.09,Sandy,94.99,337596,3.99
2000,Andhra Pradesh,District_70,Trans-Gangetic Plains,Cotton,Rabi,83845,1515.1,39.76,Alluvial,239.59,286408,3.42
2008,Rajasthan,District_68,Western Plateau,Maize,Rabi,59872,409.61,92.11,Black,108.31,224036,3.74
2010,Andhra Pradesh,District_4,Eastern Plateau and Hills,Wheat,Rabi,59319,1126.52,54.89,Alluvial,52.02,251968,4.25
2015,Andhra Pradesh,District_71,Western Plateau,Wheat,Rabi,58518,951.32,38.48,Red,98.21,93899,1.6
2006,Bihar,District_48,Trans-Gangetic Plains,Sugarcane,Zaid,102669,1560.14,28.57,Red,208.33,381556,3.72
2009,Uttar Pradesh,District_97,East Coast Plains & Hills,Sugarcane,Kharif,38850,1386.27,30.01,Clay,77.12,171334,4.41
2002,Tamil Nadu,District_9,Cauvery Delta Zone,Sugarcane,Rabi,113776,1815.72,95.36,Black,231.66,340735,2.99
2017,Uttar Pradesh,District_90,Central Plateau and Hills,Wheat,Rabi,28499,1535.47,42.68,Laterite,69.38,110838,3.89
2012,Gujarat,District_47,Trans-Gangetic Plains,Rice,Rabi,38177,1006.63,97.77,Clay,207.62,122856,3.22
2006,Punjab,District_85,Eastern Plateau and Hills,Maize,Rabi,130862,614.84,86.55,Clay,73.91,452685,3.46
2003,Andhra Pradesh,District_60,Lower Gangetic Plains,Maize,Kharif,29903,1065.18,79.13,Clay,62.43,79211,2.65
2012,Maharashtra,District_52,Central Plateau and Hills,Cotton,Kharif,6178,583.9,77.46,Sandy,75.87,11918,1.93
2019,Uttar Pradesh,District_86,Upper Gangetic Plains,Cotton,Zaid,45154,492.7,91.23,Laterite,282.34,88894,1.97
2000,West Bengal,District_33,Northern Hill Zone,Rice,Kharif,139770,382.96,38.06,Black,152.69,608089,4.35
2007,Maharashtra,District_58,Western Dry Region,Sugarcane,Rabi,28466,1221.66,92.29,Laterite,166.5,80930,2.84
2013,Uttar Pradesh,District_97,Western Dry Region,Sugarcane,Rabi,90416,1262.55,55.91,Alluvial,218.96,269520,2.98
2015,West Bengal,District_48,Cauvery Delta Zone,Rice,Rabi,57924,1414.03,80.27,Clay,277.22,208063,3.59
2013,Punjab,District_5,Eastern Plateau and Hills,Maize,Rabi,60583,1807.54,83.17,Red,200.43,269738,4.45
2011,Andhra Pradesh,District_85,Cauvery Delta Zone,Sugarcane,Kharif,108645,1852.03,87.02,Clay,52.31,164556,1.51
2018,Rajasthan,District_27,Western Plateau,Maize,Kharif,119938,879.3,55.98,Sandy,281.38,522598,4.36
2014,Rajasthan,District_41,Cauvery Delta Zone,Wheat,Zaid,59129,1381.53,40.22,Black,126.88,98705,1.67
2001,Uttar Pradesh,District_1,Lower Gangetic Plains,Cotton,Kharif,10764,1085.62,89.42,Clay,66.79,27329,2.54
2001,Andhra Pradesh,District_51,East Coast Plains & Hills,Sugarcane,Rabi,116713,1579.59,25.01,Alluvial,289.3,287048,2.46
2018,Uttar Pradesh,District_16,East Coast Plains & Hills,Cotton,Rabi,148591,1517.98,66.04,Laterite,102.12,282323,1.9
2016,Punjab,District_99,Upper Gangetic Plains,Rice,Kharif,48883,632.18,81.33,Sandy,217.16,91150,1.86
2019,West Bengal,District_100,Eastern Plateau and Hills,Wheat,Zaid,36775,595.76,90.11,Red,231.05,81033,2.2
2009,Andhra Pradesh,District_32,East Coast Plains & Hills,Sugarcane,Zaid,9532,494.1,29.63,Laterite,266.57,22042,2.31
2005,Maharashtra,District_93,East Coast Plains & Hills,Sugarcane,Kharif,30530,508.86,57.25,Sandy,206.12,136106,4.46
2014,West Bengal,District_47,Lower Gangetic Plains,Maize,Kharif,59146,718.14,75.38,Clay,299.94,119243,2.02
2010,Maharashtra,District_23,Northern Hill Zone,Cotton,Kharif,49184,894.45,92.62,Alluvial,276.25,190963,3.88
2004,Maharashtra,District_15,Cauvery Delta Zone,Wheat,Rabi,53656,1355.63,70.46,Red,81.14,153461,2.86
2000,Punjab,District_26,Cauvery Delta Zone,Maize,Kharif,148534,1568.21,39.08,Laterite,183.61,331040,2.23
2007,Tamil Nadu,District_37,Lower Gangetic Plains,Wheat,Kharif,52997,536.73,30.98,Laterite,264.56,227052,4.28
2020,Tamil Nadu,District_89,Upper Gangetic Plains,Wheat,Zaid,147754,729.36,52.69,Black,139.88,438812,2.97
2011,Andhra Pradesh,District_55,Upper Gangetic Plains,Rice,Zaid,131853,1305.87,33.64,Clay,274.39,567147,4.3
2011,Gujarat,District_2,Central Plateau and Hills,Rice,Rabi,120613,1588.88,76.15,Black,118.14,508011,4.21
2004,Karnataka,District_76,Western Plateau,Maize,Zaid,110481,1695.06,62.17,Clay,182.84,374855,3.39
2006,Tamil Nadu,District_19,East Coast Plains & Hills,Maize,Zaid,26186,951.86,39.6,Alluvial,250.79,110850,4.23
2003,Andhra Pradesh,District_32,Upper Gangetic Plains,Maize,Kharif,45145,1058.2,69.47,Clay,240.41,130903,2.9
2005,Maharashtra,District_87,Eastern Plateau and Hills,Wheat,Zaid,36311,1452.42,27.57,Black,83.66,95710,2.64
2012,Rajasthan,District_69,East Coast Plains & Hills,Sugarcane,Zaid,92529,772.84,70.42,Black,177.95,161601,1.75
2019,Tamil Nadu,District_55,Western Dry Region,Rice,Zaid,125569,440.29,73.41,Sandy,104.87,425608,3.39
2014,Punjab,District_89,Cauvery Delta Zone,Sugarcane,Zaid,84001,1053.46,21.35,Alluvial,148.05,139515,1.66
2002,Andhra Pradesh,District_99,East Coast Plains & Hills,Cotton,Zaid,131930,1975.58,73.68,Alluvial,257.87,198167,1.5
2007,Karnataka,District_56,Central Plateau and Hills,Rice,Zaid,47320,935.02,45.82,Clay,163.9,152957,3.23
2019,Uttar Pradesh,District_29,Upper Gangetic Plains,Cotton,Zaid,138416,807.15,23.79,Sandy,216.76,273082,1.97
2015,Gujarat,District_84,Upper Gangetic Plains,Cotton,Zaid,52992,1698.32,54.03,Black,94.9,162139,3.06
2012,Maharashtra,District_36,Eastern Plateau and Hills,Maize,Rabi,20032,1860.82,48.7,Laterite,284.31,73423,3.67
2017,Maharashtra,District_71,East Coast Plains & Hills,Wheat,Kharif,37044,1627.22,76.19,Red,256.42,112420,3.03
2009,Uttar Pradesh,District_86,Western Plateau,Sugarcane,Zaid,138147,1190.27,75.53,Alluvial,57.74,492234,3.56
2018,Tamil Nadu,District_82,Trans-Gangetic Plains,Cotton,Kharif,40219,1810.22,54.67,Red,59.68,80940,2.01
2016,Rajasthan,District_53,Trans-Gangetic Plains,Maize,Zaid,101605,1302.79,72.57,Sandy,216.36,279771,2.75
2018,Uttar Pradesh,District_85,Eastern Plateau and Hills,Wheat,Rabi,83732,801.94,88.45,Black,161.75,126449,1.51
2004,Rajasthan,District_86,Upper Gangetic Plains,Rice,Zaid,33250,1892.72,24.61,Black,205.25,52543,1.58
2020,Maharashtra,District_39,Northern Hill Zone,Cotton,Rabi,30654,1416.67,31.98,Red,205.65,92316,3.01
2008,Karnataka,District_76,East Coast Plains & Hills,Maize,Zaid,10715,527.11,57.4,Red,99.65,26629,2.49
2011,Tamil Nadu,District_11,Lower Gangetic Plains,Maize,Zaid,40338,870.78,87.32,Black,247.39,77226,1.91
2020,Andhra Pradesh,District_76,Trans-Gangetic Plains,Maize,Kharif,27384,1421.5,60.5,Black,238.38,100910,3.68
2000,Maharashtra,District_90,Cauvery Delta Zone,Rice,Zaid,40736,1723.4,34.63,Alluvial,230.45,152858,3.75
2000,Uttar Pradesh,District_30,Northern Hill Zone,Wheat,Zaid,89003,1980.92,95.78,Sandy,113.07,137847,1.55
2014,Rajasthan,District_79,Central Plateau and Hills,Sugarcane,Rabi,108219,644.23,37.92,Alluvial,132.9,464819,4.3
2001,Rajasthan,District_72,Cauvery Delta Zone,Sugarcane,Kharif,13866,1669.1,86.25,Red,184.71,41774,3.01
2015,Maharashtra,District_53,Western Plateau,Cotton,Zaid,62368,501.26,99.95,Black,107.3,134497,2.16
2007,Maharashtra,District_82,Eastern Plateau and Hills,Wheat,Kharif,38409,1458.51,68.84,Red,209.54,121183,3.16
2012,Karnataka,District_74,Cauvery Delta Zone,Cotton,Kharif,13730,481.98,35.46,Red,297.83,60740,4.42
2020,Karnataka,District_8,Eastern Plateau and Hills,Sugarcane,Zaid,10041,1252.48,59.91,Red,230.98,29724,2.96
2000,Bihar,District_99,Northern Hill Zone,Rice,Zaid,105899,1188.25,74.35,Sandy,222.74,293788,2.77
2015,Uttar Pradesh,District_20,Trans-Gangetic Plains,Wheat,Zaid,63137,1820.24,31.09,Alluvial,109,148117,2.35
2006,Punjab,District_12,Lower Gangetic Plains,Wheat,Zaid,80168,1212.75,98.14,Alluvial,288.97,284512,3.55
2004,Uttar Pradesh,District_67,Lower Gangetic Plains,Cotton,Zaid,87819,1517.84,96.58,Alluvial,99.59,190046,2.16
2002,Karnataka,District_84,Western Plateau,Cotton,Kharif,137801,1768.39,60.48,Alluvial,103.69,285160,2.07
2011,Bihar,District_50,Upper Gangetic Plains,Rice,Rabi,65573,539.47,85.28,Sandy,113.48,288927,4.41
2015,Tamil Nadu,District_12,Upper Gangetic Plains,Wheat,Kharif,9808,500.46,99.24,Black,202.8,37343,3.81
2018,Maharashtra,District_54,Western Dry Region,Sugarcane,Zaid,141257,505.1,73.5,Alluvial,70.72,391437,2.77
2004,Gujarat,District_88,Cauvery Delta Zone,Sugarcane,Kharif,13375,851.76,67.02,Sandy,186.66,29752,2.22
2013,Uttar Pradesh,District_80,Northern Hill Zone,Maize,Rabi,108933,962.56,68.67,Red,246.08,196781,1.81
2004,Uttar Pradesh,District_54,Western Dry Region,Sugarcane,Kharif,57807,365.59,62.62,Laterite,228.7,143288,2.48
2014,West Bengal,District_74,Eastern Plateau and Hills,Maize,Zaid,90304,723.64,92.39,Laterite,134.97,306123,3.39
2016,Karnataka,District_19,Upper Gangetic Plains,Maize,Zaid,127672,311.65,31.08,Sandy,140.44,351652,2.75
2013,Gujarat,District_14,Northern Hill Zone,Cotton,Zaid,106212,624.8,58.51,Sandy,174.02,271479,2.56
2019,Andhra Pradesh,District_52,Western Plateau,Sugarcane,Rabi,123727,967.95,21.21,Clay,243.69,423182,3.42
2004,West Bengal,District_78,Lower Gangetic Plains,Maize,Zaid,142199,1582.6,91.27,Black,121.26,547034,3.85
2011,Punjab,District_22,Central Plateau and Hills,Sugarcane,Zaid,55839,1995.44,45.03,Laterite,242.78,132459,2.37
2015,Uttar Pradesh,District_4,Western Plateau,Sugarcane,Zaid,5479,638.85,57.83,Black,259.46,19686,3.59
2015,Bihar,District_59,Trans-Gangetic Plains,Sugarcane,Zaid,134233,1492.06,71.1,Red,111.86,585785,4.36
2020,Bihar,District_34,East Coast Plains & Hills,Rice,Kharif,76466,899.1,29.73,Red,190.75,293358,3.84
2006,Andhra Pradesh,District_64,Trans-Gangetic Plains,Maize,Zaid,119252,1744.28,80.17,Alluvial,240.52,439323,3.68
2003,Rajasthan,District_18,Northern Hill Zone,Sugarcane,Kharif,91143,866.8,60.61,Alluvial,189.11,190232,2.09
2000,West Bengal,District_98,East Coast Plains & Hills,Cotton,Rabi,102359,826.06,25.32,Clay,54.63,371693,3.63
2004,West Bengal,District_82,Lower Gangetic Plains,Rice,Kharif,33691,1209.66,32.16,Sandy,284.12,86010,2.55
2009,Bihar,District_31,Eastern Plateau and Hills,Maize,Kharif,101002,1996.17,67.46,Alluvial,194.57,294398,2.91
2004,Bihar,District_84,East Coast Plains & Hills,Wheat,Kharif,122636,899.72,54.56,Black,59.93,507096,4.13
2003,Maharashtra,District_100,Trans-Gangetic Plains,Maize,Kharif,77550,644.15,92.73,Black,199.53,160772,2.07
2001,Bihar,District_42,Trans-Gangetic Plains,Rice,Kharif,33617,1482.93,73.21,Alluvial,163.96,56769,1.69
2019,Karnataka,District_74,Eastern Plateau and Hills,Cotton,Kharif,19157,1819.45,67.6,Laterite,202.64,84669,4.42
2009,Bihar,District_3,Trans-Gangetic Plains,Rice,Rabi,24405,1711.02,77.93,Sandy,130.35,74295,3.04
